ECDS_UniqueID,Sort1,Sort2,Sort3,ECDS_Group1,ECDS_Group2,ECDS_Group3,ECDS_Description,ECDS_SearchTerms,SNOMED_Code,Flag_Injury,Flag_NotifiableDisease,Flag_Male,Flag_Female,Flag_Allergy,Flag_SDEC,Flag_ADS,Notes,ICD10_Mapping
UEC04DIA6166231000,61,66,23,Head and neck,Eye : uvea,Posterior uveitis,Posterior uveitis,Posterior uveitis,43363007,0,0,1,1,0,0,0,,H31.9
UEC04DIA6166271000,61,66,27,Head and neck,Eye : uvea,Panuveitis,Panuveitis,panuveitis global uveitis,75614007,0,0,1,1,0,0,0,,H44.1
UEC04DIA6166311000,61,66,31,Head and neck,Eye : uvea,Traumatic uveitis,Traumatic uveitis,Traumatic post-trauma post-traumatic uveitis,314030005,1,0,1,1,0,0,0,,S05.2
UEC04DIA6166331000,61,66,33,Head and neck,Eye : uvea,Traumatic iritis,Traumatic iritis,traumatic iritis,417020006,1,0,1,1,0,0,1,,S05.2
UEC04DIA6166411000,61,66,41,Head and neck,Eye : uvea,Episcleritis,Episcleritis,episclera inflammation sclera scleritis,815008,0,0,1,1,0,0,1,,H15.1
UEC04DIA6166451000,61,66,45,Head and neck,Eye : uvea,Scleritis,Scleritis,Inflammation white scleritis sclera episcleritis,78370002,0,0,1,1,0,0,1,,H51.0
UEC04DIA6166511000,61,66,51,Head and neck,Eye : uvea,Endophthalmitis,Endophthalmitis,acute chronicendophthalmus,1847009,0,0,1,1,0,0,1,,H44.0
UEC04DIA6166811000,61,66,81,Head and neck,Eye : uvea,Posner-Schlossman syndrome,Posner-Schlossman syndrome,glaucomatocyclitic crisis posner schlossman terrien-viel glaucomatocyclitic,29538005,0,0,1,1,0,0,0,,H40.4
UEC04DIA6166911000,61,66,91,Head and neck,Eye : uvea,Fuchs' heterochromic cyclitis,Fuchs' heterochromic cyclitis,Fuchs' heterochromic cyclitis iridocyclitis,11226001,0,0,1,1,0,0,0,New code introduced July 2021,H20.8
UEC04DIA6167111000,61,67,11,Head and neck,Eye : retina and vitreous,Age related macular degeneration : dry,Age related macular degeneration : dry,atrophic dry nonexudative senile geographic nonneovascular,414875008,0,0,1,1,0,0,0,,H35.3
UEC04DIA6167131000,61,67,13,Head and neck,Eye : retina and vitreous,Age related macular degeneration : wet,Age related macular degeneration : wet,wet senile Kuhnt Junius Disciform subretinal EMD,414173003,0,0,1,1,0,0,0,,H35.3
UEC04DIA6167151000,61,67,15,Head and neck,Eye : retina and vitreous,Diabetic retinopathy,Diabetic retinopathy,diabetic diabetes retina retinopathy DR abnormality,4855003,0,0,1,1,0,0,0,,H36.0
UEC04DIA6167171000,61,67,17,Head and neck,Eye : retina and vitreous,Hypertensive retinopathy,Hypertensive retinopathy,hypertensive hypertension retina retinopathy,6962006,0,0,1,1,0,0,0,,H35.0
UEC04DIA6167191000,61,67,19,Head and neck,Eye : retina and vitreous,Amaurosis fugax,Amaurosis fugax,amaurosis fugax momentary blindness AF AFX Transient monocular,88032003,0,0,1,1,0,0,1,,G45.3
UEC04DIA6167211000,61,67,21,Head and neck,Eye : retina and vitreous,Central retinal vein occlusion,Central retinal vein occlusion,CRVT CRVO thrombosis occlusion,68478007,0,0,1,1,0,0,0,,H34.2
UEC04DIA6167231000,61,67,23,Head and neck,Eye : retina and vitreous,Branch retinal vein occlusion,Branch retinal vein occlusion,BRVO BRVT BVO thrombosis occlusiom,24596005,0,0,1,1,0,0,0,,H34.2
UEC04DIA6167251000,61,67,25,Head and neck,Eye : retina and vitreous,Central retinal artery occlusion,Central retinal artery occlusion,CRAO CRA occlusion,38742007,0,0,1,1,0,0,0,,H34.1
UEC04DIA6167271000,61,67,27,Head and neck,Eye : retina and vitreous,Branch retinal artery occlusion,Branch retinal artery occlusion,BRAO BRA occlusion arterial branch retinal,50821009,0,0,1,1,0,0,0,,H34.2
UEC04DIA6167311000,61,67,31,Head and neck,Eye : retina and vitreous,Central serous retinopathy,Central serous retinopathy,CSR choroidopathy retinopathy,312956001,0,0,1,1,0,0,0,,H35.7
UEC04DIA6167331000,61,67,33,Head and neck,Eye : retina and vitreous,Retinal detachment,Retinal detachment,retinal detachment vitreous eye floaters,42059000,0,0,1,1,0,0,1,,H33.2
UEC04DIA6167351000,61,67,35,Head and neck,Eye : retina and vitreous,Posterior vitreous detachment,Posterior vitreous detachment,PVD posterior vitreous detachment floaters,247081001,0,0,1,1,0,0,0,,H43.8
UEC04DIA6167371000,61,67,37,Head and neck,Eye : retina and vitreous,Posterior vitreous detachment : haemorrhagic,Posterior vitreous detachment : haemorrhagic,vitreous floaters muscae volitantes volitans,15013002,0,0,1,1,0,0,0,,H43.8
UEC04DIA6167411000,61,67,41,Head and neck,Eye : retina and vitreous,Choroidal naevus,Choroidal naevus,benign melanoma of choroid choroidal naevus choroidal nevus,255024002,0,0,1,1,0,0,0,,D31.3
UEC04DIA6167431000,61,67,43,Head and neck,Eye : retina and vitreous,Raised intraocular pressure,Raised intraocular pressure,Elevated raised pressure intraocular,112222000,0,0,1,1,0,0,0,,H40.0
UEC04DIA6167451000,61,67,45,Head and neck,Eye : retina and vitreous,Retinal haemorrhage,Retinal haemorrhage,superficial retina retinal bleed haemorrhage hemorrhage,63297008,0,0,1,1,0,0,0,,H35.6
UEC04DIA6167471000,61,67,47,Head and neck,Eye : retina and vitreous,Epiretinal membrane,Epiretinal membrane,erm preretinal cellophane maculopathy fibrosis puckering membrane retina,367649002,0,0,1,1,0,0,0,,H35.8
UEC04DIA6167491000,61,67,49,Head and neck,Eye : retina and vitreous,Macular hole,Macular hole,macula macular hole,232006002,0,0,1,1,0,0,0,,H35.8
UEC04DIA6167511000,61,67,51,Head and neck,Eye : retina and vitreous,Macular oedema : diabetic,Macular oedema : diabetic,diabetes diabetic macula macular oedema edema swelling,312912001,0,0,1,1,0,0,0,,H35.8
UEC04DIA6167531000,61,67,53,Head and neck,Eye : retina and vitreous,Macular oedema : cystoid,Macular oedema : cystoid,cystoid CME CMO edema oedema macula macular,193387007,0,0,1,1,0,0,0,,H35.8
UEC04DIA6167551000,61,67,55,Head and neck,Eye : retina and vitreous,Macular subretinal haemorrhage,Macular subretinal haemorrhage,superficial sub retinal subretinal bleed haemorrhage hemorrhage,247161000,0,0,1,1,0,0,0,,H35.6
UEC04DIA6167571000,61,67,57,Head and neck,Eye : retina and vitreous,Macroaneurysm : retinal,Macroaneurysm : retinal,aneurysm macroaneurysm retina retinal,247124009,0,0,1,1,0,0,0,,H35.0
UEC04DIA6167591000,61,67,59,Head and neck,Eye : retina and vitreous,Myopic retinal degeneration,Myopic retinal degeneration,myopic chorioretinal retinal gross periphera; atrophy degeneration,231995008,0,0,1,1,0,0,0,,H35.3
UEC04DIA6167611000,61,67,61,Head and neck,Eye : retina and vitreous,Retinal dystrophy,Retinal dystrophy,retina retinal dystrophy,314407005,0,0,1,1,0,0,0,,H35.5
UEC04DIA6167691000,61,67,69,Head and neck,Eye : retina and vitreous,Commotio retinae (disorder),Commotio retinae (disorder),Commotio retinae blunt,80744008,1,0,1,1,0,0,0,,S05.8
UEC04DIA6167711000,61,67,71,Head and neck,Eye : retina and vitreous,Retinal tear,Retinal tear,retinal retina tear laceration floaters,95690009,1,0,1,1,0,0,0,,H33.3
UEC04DIA6167721000,61,67,72,Head and neck,Eye : retina and vitreous,Retinal drusen,Retinal drusen,retinal drusen,247153005,1,0,1,1,0,0,0,New code introduced July 2021,H35.3
UEC04DIA6167731000,61,67,73,Head and neck,Eye : retina and vitreous,Retinal degeneration,Retinal degeneration,degeneration retina retinal,95695004,0,0,1,1,0,0,0,,H35.4
UEC04DIA6167761000,61,67,76,Head and neck,Eye : retina and vitreous,Retinal pigment epithelial hyperplasia,Retinal pigment epithelial hyperplasia,degeneration retina retinal Retinal pigment epithelial hyperplasia,424956000,0,0,1,1,0,0,0,New code introduced July 2021,H35.8
UEC04DIA6167781000,61,67,78,Head and neck,Eye : retina and vitreous,Intra-ocular haemorrhage,Intra-ocular haemorrhage,intra ocular haemorrhage vitreous eye unilateral blind,93478000,0,0,1,1,0,0,0,,H44.8
UEC04DIA6167791000,61,67,79,Head and neck,Eye : retina and vitreous,Vitreous haemorrhage,Vitreous haemorrhage,hemorrhage vitreous bleed unilateral,247097006,0,0,1,1,0,0,0,,H43.1
UEC04DIA6167811000,61,67,81,Head and neck,Eye : retina and vitreous,Retinitis,Retinitis,retinitis retina inflammation,399463004,0,0,1,1,0,0,0,,H30.9
UEC04DIA6167831000,61,67,83,Head and neck,Eye : retina and vitreous,Retinal vasculitis,Retinal vasculitis,retinal vasculitis eye,77628002,0,0,1,1,0,0,0,,H35.0
UEC04DIA6167851000,61,67,85,Head and neck,Eye : retina and vitreous,Retinoschisis,Retinoschisis,retinoscisis schisis retina RS,44268007,0,0,1,1,0,0,0,,H33.1
UEC04DIA6167871000,61,67,87,Head and neck,Eye : retina and vitreous,Retinitis pigmentosa,Retinitis pigmentosa,RP retinal retina pigmentosa pigment,28835009,0,0,1,1,0,0,0,,H35.5
UEC04DIA6167891000,61,67,89,Head and neck,Eye : retina and vitreous,Retinal oedema,Retinal oedema,retina oedema eye macula macular,6141006,0,0,1,1,0,0,0,,H35.8
UEC04DIA6168111000,61,68,11,Head and neck,Eye : neuro-ophthalmology,Optic neuritis,Optic neuritis,optic neuritis multiple sclerosis ms disc eye,66760008,0,0,1,1,0,0,1,,H46
UEC04DIA6168211000,61,68,21,Head and neck,Eye : neuro-ophthalmology,Papilloedema,Papilloedema,optic disc papilloedema eye icp,423488006,0,0,1,1,0,0,1,,H47.1
UEC04DIA6168231000,61,68,23,Head and neck,Eye : neuro-ophthalmology,Unilateral swollen optic disc,Unilateral swollen optic disc,unilateral swelling swollen optic disc papilloedema,423341008,0,0,1,1,0,0,0,,H47.1
UEC04DIA6168271000,61,68,27,Head and neck,Eye : neuro-ophthalmology,Optic disc oedema due to retinal disorder,Optic disc oedema due to retinal disorder,Optic disc oedema associated retinal disorder,424669003,0,0,1,1,0,0,0,,H47.1
UEC04DIA6168311000,61,68,31,Head and neck,Eye : neuro-ophthalmology,Papillitis,Papillitis,eye optic papillitis,73221001,0,0,1,1,0,0,0,,H46
UEC04DIA6168411000,61,68,41,Head and neck,Eye : neuro-ophthalmology,Optic nerve head drusen,Optic nerve head drusen,drusen optic disc hyaline bodies optic nerve head,33629003,0,0,1,1,0,0,0,,H47.3
UEC04DIA6168611000,61,68,61,Head and neck,Eye : neuro-ophthalmology,Ischaemic optic neuropathy : arteritic,Ischaemic optic neuropathy : arteritic,arteritic ischaemic ischemic optic neuropathy,230508004,0,0,1,1,0,0,0,,H47.0
UEC04DIA6168631000,61,68,63,Head and neck,Eye : neuro-ophthalmology,Ischaemic optic neuropathy : non arteritic,Ischaemic optic neuropathy : non arteritic,non-arteritic ischaemic ichemic optic neuropathy,230509007,0,0,1,1,0,0,0,,H47.0
UEC04DIA6611111000,66,11,11,Musculoskeletal,Orthopaedics,Osteomyelitis,Osteomyelitis,osteomyelitis bone infection,60168000,0,0,1,1,0,0,0,,M86.9
UEC04DIA6611211000,66,11,21,Musculoskeletal,Orthopaedics,Avascular necrosis of hip,Avascular necrosis of hip,avascular necrosis hip perthes AVN,444849002,0,0,1,1,0,0,0,,M87.9
UEC04DIA6611311000,66,11,31,Musculoskeletal,Orthopaedics,Avascular necrosis,Avascular necrosis,avascular necrosis AVN,397758007,0,0,1,1,0,0,0,New code introduced July 2021,M87.9
UEC04DIA6611351000,66,11,35,Musculoskeletal,Orthopaedics,Bone necrosis,Bone necrosis,bone necrosis osteonecrosis,240196003,0,0,1,1,0,0,0,New code introduced July 2021,M87.9
UEC04DIA6611511000,66,11,51,Musculoskeletal,Orthopaedics,Osteoporosis,Osteoporosis,osteoporosis,64859006,0,0,1,1,0,0,1,,M81.9
UEC04DIA6611531000,66,11,53,Musculoskeletal,Orthopaedics,Osteitis,Osteitis,bone osteitis,274144001,0,0,1,1,0,0,0,New code introduced July 2021,M86.9
UEC04DIA6611551000,66,11,55,Musculoskeletal,Orthopaedics,Bone cyst,Bone cyst,bone cyst,203465002,0,0,1,1,0,0,0,New code introduced July 2021,M85.4
UEC04DIA6611611000,66,11,61,Musculoskeletal,Orthopaedics,Pathological fracture,Pathological fracture,pathological fracture tumour tumor cyst metastasis metastatic,268029009,0,0,1,1,0,0,1,New code introduced July 2021,M84.4
UEC04DIA6611711000,66,11,71,Musculoskeletal,Orthopaedics,Stress fracture,Stress fracture,stress exercise overuse fracture,240197007,0,0,1,1,0,0,1,New code introduced July 2021,M84.3
UEC04DIA6619111000,66,19,11,Musculoskeletal,Spine,Sciatica,Sciatica,back pain sciatica radiculopathy lumbago,23056005,0,0,1,1,0,0,1,,M54.3
UEC04DIA6619231000,66,19,23,Musculoskeletal,Spine,Lumbar radiculopathy,Lumbar radiculopathy,sciatica lumbar radiculopathy,128196005,0,0,1,1,0,0,1,,M54.1
UEC04DIA6619271000,66,19,27,Musculoskeletal,Spine,Cervical radiculopathy,Cervical radiculopathy,radiculopathy spondylosis hermitte,54404000,0,0,1,1,0,0,1,,M54.1
UEC04DIA6619411000,66,19,41,Musculoskeletal,Spine,Cauda equina syndrome,Cauda equina syndrome,cauda equina back pain sciatica lumbago,192970008,0,0,1,1,0,0,1,,G83.4
UEC04DIA6619431000,66,19,43,Musculoskeletal,Spine,Spinal cord compression,Spinal cord compression,cauda equina back pain sciatica spinal cord compression,71286001,0,0,1,1,0,0,1,New code introduced July 2021,G95.2
UEC04DIA6619511000,66,19,51,Musculoskeletal,Spine,Spondylosis,Spondylosis,back pain sciatica spinal osteoarthritis spondylosis oa spondylolisthesis,8847002,0,0,1,1,0,0,1,New code introduced July 2021,M47.9
UEC04DIA6619531000,66,19,53,Musculoskeletal,Spine,Spondylolisthesis,Spondylolisthesis,back pain sciatica spinal osteoarthritis spondylosis spondylolisthesis,274152003,0,0,1,1,0,0,0,New code introduced July 2021,M43.1
UEC04DIA6619611000,66,19,61,Musculoskeletal,Spine,Discitis,Discitis,intervertebral disc discitis,2304001,0,0,1,1,0,0,1,,M46.4
UEC04DIA6621111000,66,21,11,Musculoskeletal,Joint,Osteoarthritis,Osteoarthritis,oa osteoarthritis,396275006,0,0,1,1,0,0,1,,M15.9
UEC04DIA6621171000,66,21,17,Musculoskeletal,Joint,Subluxation of joint,Subluxation of joint,haemarthrosis,263031003,0,0,1,1,0,0,1,New code introduced July 2021,M24.4
UEC04DIA6621211000,66,21,21,Musculoskeletal,Joint,Pseudo gout,Pseudo gout,pseudo gout crystal arthropathy,18834007,0,0,1,1,0,0,1,,M11.9
UEC04DIA6621251000,66,21,25,Musculoskeletal,Joint,Gout,Gout,gout crystal arthropathy,90560007,0,0,1,1,0,1,1,,M10.9
UEC04DIA6621271000,66,21,27,Musculoskeletal,Joint,Bursitis,Bursitis,bursitis bursa tendon,84017003,0,0,1,1,0,0,1,,M71.9
UEC04DIA6621311000,66,21,31,Musculoskeletal,Joint,Septic arthritis,Septic arthritis,septic arthritis suppurative arthritis infective,396234004,0,0,1,1,0,1,1,,M00.9
UEC04DIA6621331000,66,21,33,Musculoskeletal,Joint,Ruputured synovial cyst of knee,Ruptured synovial cyst of knee (Baker's),rupture cyst baker knee synovial,270887007,0,0,1,1,0,0,1,New code introduced July 2021,M66.0
UEC04DIA6621351000,66,21,35,Musculoskeletal,Joint,Synovial disorder,Synovial disorder,synovium synovial cyst,3519007,0,0,1,1,0,0,1,New code introduced July 2021,M67.8
UEC04DIA6621371000,66,21,37,Musculoskeletal,Joint,Haemarthrosis (spontaneous),Haemarthrosis (spontaneous),haemarthrosis,81808003,0,0,1,1,0,0,1,,M25.0
UEC04DIA6621411000,66,21,41,Musculoskeletal,Joint,Rheumatoid arthritis,Rheumatoid arthritis,rheumatoid arthritis,69896004,0,0,1,1,0,0,1,,M06.9
UEC04DIA6621511000,66,21,51,Musculoskeletal,Joint,Ankylosing spondylitis,Ankylosing spondylitis,ankylosing spondylitis HLA B27 seronegative,9631008,0,0,1,1,0,0,0,New code introduced July 2021,M45
UEC04DIA6621551000,66,21,55,Musculoskeletal,Joint,Psoriatic arthropathy,Psoriatic arthropathy,ankylosing spondylitis HLA B27 seronegative psoriatic arthritis arthropathy,156370009,0,0,1,1,0,0,0,Code introduced as replacement for inactivated code by SNOMED.,M07.3
UEC04DIA6621571000,66,21,57,Musculoskeletal,Joint,Reactive arthritis,Reactive arthritis,reactive arthritis reiters syndrome,239783001,0,0,1,1,0,0,0,,M02.9
UEC04DIA6621591000,66,21,59,Musculoskeletal,Joint,Seronegative arthritis,Seronegative arthritis,ankylosing spondylitis HLA B27 seronegative,399112009,0,0,1,1,0,0,0,New code introduced July 2021,M06.0
UEC04DIA6621731000,66,21,73,Musculoskeletal,Joint,Osteochondritis,Osteochondritis,osteochondritis,70736000,0,0,1,1,0,0,0,New code introduced July 2021,M93.9
UEC04DIA6631111000,66,31,11,Musculoskeletal,Connective tissue,Costochondritis,Costochondritis,costochondritis tietze chest pain,64109004,0,0,1,1,0,0,0,,M94.0
UEC04DIA6631171000,66,31,17,Musculoskeletal,Connective tissue,Chondritis,Chondritis,chondritis cartilage,363173007,0,0,1,1,0,0,0,New code introduced July 2021,M94.8
UEC04DIA6631211000,66,31,21,Musculoskeletal,Connective tissue,Tendonitis,Tendonitis,tendonitis,34840004,0,0,1,1,0,0,1,,M77.9
UEC04DIA6631251000,66,31,25,Musculoskeletal,Connective tissue,Tenosynovitis,Tenosynovitis,tenosynovitis tendon,67801009,0,0,1,1,0,0,1,,M65.9
UEC04DIA6631281000,66,31,28,Musculoskeletal,Connective tissue,Tendon rupture : non-traumatic,Tendon rupture : non-traumatic,tendon rupture atraumatic,268002004,0,0,1,1,0,0,1,,M66.5
UEC04DIA6631311000,66,31,31,Musculoskeletal,Connective tissue,Enthesopathy,Enthesopathy,enthesitis enthesopathy ligament tendon,23680005,0,0,1,1,0,0,0,New code introduced July 2021,M77.9
UEC04DIA6631391000,66,31,39,Musculoskeletal,Connective tissue,Frozen shoulder,Frozen shoulder,frozen shoulder adhesive capsulitis,399114005,0,0,1,1,0,0,1,,M75.0
UEC04DIA6631411000,66,31,41,Musculoskeletal,Connective tissue,Plantar fasciitis,Plantar fasciitis,plantar fasciitis,202882003,0,0,1,1,0,0,1,New code introduced July 2021,M72.2
UEC04DIA6631451000,66,31,45,Musculoskeletal,Connective tissue,Fasciitis,Fasciitis,fasciitis,36948007,0,0,1,1,0,0,0,New code introduced July 2021,M72.9
UEC04DIA6631611000,66,31,61,Musculoskeletal,Connective tissue,Complex regional pain syndrome,Complex regional pain syndrome,complex regional pain syndrome cfs me myalgic encephalitis,128200000,0,0,1,1,0,0,0,,G90.7
UEC04DIA6631811000,66,31,81,Musculoskeletal,Connective tissue,Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,ehlers-danlos syndrome marfan's pseudoxanthoma elasticum ed,398114001,0,0,1,1,0,0,0,New code introduced July 2021,Q79.6
UEC04DIA6631851000,66,31,85,Musculoskeletal,Connective tissue,Marfan's syndrome,Marfan's syndrome,ehlers-danlos syndrome marfan's pseudoxanthoma elasticum ed,19346006,0,0,1,1,0,0,0,New code introduced July 2021,Q87.4
UEC04DIA6631871000,66,31,87,Musculoskeletal,Connective tissue,Pseudoxanthoma elasticum,Pseudoxanthoma elasticum,ehlers-danlos syndrome marfan's pseudoxanthoma elasticum ed,252246005,0,0,1,1,0,0,0,New code introduced July 2021,Q82.8
UEC04DIA6651111000,66,51,11,Musculoskeletal,Muscle,Torticollis,Torticollis,neck muscle spasm torticollis sternocleidomastoid,70070008,0,0,1,1,0,0,1,,M43.6
UEC04DIA6651371000,66,51,37,Musculoskeletal,Muscle,Frozen shoulder,Frozen shoulder,Disorder of rotator cuff supraspinatus tendon shoulder,414033006,0,0,1,1,0,0,1,Replacement code introduced May 2021,M75.1
UEC04DIA6651411000,66,51,41,Musculoskeletal,Muscle,Myositis,Myositis,myositis dermatomyositis lupus,26889001,0,0,1,1,0,0,0,New code introduced July 2021,M60.9
UEC04DIA6661211000,66,61,21,Musculoskeletal,Systemic,Giant cell arteritis with polymyalgia,Giant cell arteritis with polymyalgia,polymyalgia rheumatica pmr giant cell arteritis temporal arteritis,239938009,0,0,1,1,0,0,1,,M31.5
UEC04DIA6661231000,66,61,23,Musculoskeletal,Systemic,Giant cell arteritis without polymyalgia,Giant cell arteritis without polymyalgia,temporal arteritis giant cell arteritis pmr polymyalgia rheumatica,239939001,0,0,1,1,0,0,1,,M31.6
UEC04DIA6661311000,66,61,31,Musculoskeletal,Systemic,Lupus erythematosus,Lupus erythematosus,lupus sle systemic erythematosis,55464009,0,0,1,1,0,0,1,,L93
UEC04DIA6661511000,66,61,51,Musculoskeletal,Systemic,Kawasaki disease,Kawasaki disease,desquamation rash palm fingers kawasaki heart acute febrile mucocutaneous lymph node syndrome,75053002,0,0,1,1,0,0,1,,M30.3
UEC04DIA6661611000,66,61,61,Musculoskeletal,Systemic,Sarcoidosis,Sarcoidosis,sarcoidosis tb tuberculosis,31541009,0,0,1,1,0,0,0,,D86.9
UEC04DIA6661751000,66,61,75,Musculoskeletal,Systemic,Vasculitis,Vasculitis,vasculitis,31996006,0,0,1,1,0,0,1,,I77.8
UEC04DIA6661811000,66,61,81,Musculoskeletal,Systemic,Systemic sclerosis,Systemic sclerosis,congenital connective tissue disorder marfan ehlers danlos,89155008,0,0,1,1,0,0,0,New code introduced July 2021,M34.9
UEC04DIA6661831000,66,61,83,Musculoskeletal,Systemic,Sjogren's syndrome,Sjogren's syndrome,dry eye mouth autoimmune,83901003,0,0,1,1,0,0,0,,G73.7
UEC04DIA6661851000,66,61,85,Musculoskeletal,Systemic,Bechet's syndrome,Bechet's syndrome,bechets syndrome ulcer genital oral,310701003,0,0,1,1,0,0,0,,M35.2
UEC04DIA6661871000,66,61,87,Musculoskeletal,Systemic,Polymyositis,Polymyositis,polymyositis dermatomyositis lupus,31384009,0,0,1,1,0,0,0,New code introduced July 2021,M33.2
UEC04DIA6661881000,66,61,88,Musculoskeletal,Systemic,Dermatomyositis,Dermatomyositis,polymyositis dermatomyositis lupus,396230008,0,0,1,1,0,0,0,New code introduced July 2021,M33.1
UEC04DIA7111111000,71,11,11,Paediatric,Paediatric,Bronchiolitis,Bronchiolitis,bronchiolitis croup wheeze asthma viral urti,4120002,0,0,1,1,0,0,1,,J21.9
UEC04DIA7111131000,71,11,13,Paediatric,Paediatric,Viral wheeze,Viral wheeze,viral wheeze bronchiolitis asthma viral urtii lrti croup,276191000000107,0,0,1,1,0,0,1,,R06.2
UEC04DIA7111161000,71,11,16,Paediatric,Paediatric,Intestinal malrotation,Intestinal malrotation,intestinal malrotation baby vomit,29980002,0,0,1,1,0,0,1,,Q43.3
UEC04DIA7111171000,71,11,17,Paediatric,Paediatric,Croup,Croup,"croup viral urti wheeze asthma, laryngotracheitis epiglotitis",71186008,0,0,1,1,0,0,1,,J20.9
UEC04DIA7111211000,71,11,21,Paediatric,Paediatric,Undescended testis,Undescended testis,undescended testis cryptorchism groin,204878001,0,0,1,0,0,0,1,,Q53.9
UEC04DIA7111331000,71,11,33,Paediatric,Paediatric,Nappy rash,Nappy rash,nappy rash erythema,91487003,0,0,1,1,0,0,1,,L22
UEC04DIA7111351000,71,11,35,Paediatric,Paediatric,Henoch-Schonlein purpura,Henoch-Schonlein purpura,hsp henoch-schonlein purpura vasculitis,191306005,0,0,1,1,0,0,1,,D69.0
UEC04DIA7111411000,71,11,41,Paediatric,Paediatric,Seizure : febrile,Seizure : febrile,febrile convulsion,41497008,0,0,1,1,0,0,1,,R56.0
UEC04DIA7111511000,71,11,51,Paediatric,Paediatric,Pyloric stenosis,Pyloric stenosis,pyloric stenosis baby projectile vomiting,367403001,0,0,1,1,0,0,1,,Q40.0
UEC04DIA7111531000,71,11,53,Paediatric,Paediatric,Intussusception,Intussusception,intussusception baby crying miserable,49723003,0,0,1,1,0,0,1,,K56.1
UEC04DIA7111651000,71,11,65,Paediatric,Paediatric,Brief resolved unexplained event (in infant),Brief resolved unexplained event (in infant),brief resolved unexplained event apparent life threatening BRUE ALTE faint blackout,720975008,0,0,1,1,0,0,1,,R06.8
UEC04DIA7111711000,71,11,71,Paediatric,Paediatric,Infantile colic,Infantile colic,colic infantile,35363006,0,0,1,1,0,0,1,,R10.4
UEC04DIA7111751000,71,11,75,Paediatric,Paediatric,Crying : persistent / irritable infant,Crying : persistent / irritable infant,crying infant baby irritable,162213003,0,0,1,1,0,0,1,,R68.1
UEC04DIA7141111000,71,41,11,Paediatric,Neonatal,Feeding problems in newborn,Feeding problems in newborn,feeding newborn baby neonatal neonate,72552008,0,0,1,1,0,0,1,,P92.9
UEC04DIA7141151000,71,41,15,Paediatric,Neonatal,Jaundice in newborn,Jaundice in newborn,jaundice newborn baby neonate neonatal,387712008,0,0,1,1,0,0,1,,P59.9
UEC04DIA7141201000,71,41,20,Paediatric,Neonatal,Umbilical granuloma,Umbilical granuloma,umbilicus umbilical granuloma,200724002,0,0,1,1,0,0,1,,L92.8
UEC04DIA7141251000,71,41,25,Paediatric,Neonatal,Congenital dislocation of hip,Congenital dislocation of hip,congenital dislocation of hip baby,48334007,0,0,1,1,0,0,1,,Q65.2
UEC04DIA7141311000,71,41,31,Paediatric,Neonatal,Seizure : newborn,Seizure : newborn,seizure newborn convulsions fit baby newborn neonatal neonate,87476004,0,0,1,1,0,0,1,,P90
UEC04DIA7141351000,71,41,35,Paediatric,Neonatal,Apnoeic episode / breath-holding attacks,Apnoeic episode / breath-holding attacks,apnoeic episode breath-holding attacks baby newborn neonate neonatal,95616002,0,0,1,1,0,0,1,,P28.4
UEC04DIA7141411000,71,41,41,Paediatric,Neonatal,Hypoglycaemia in newborn,Hypoglycaemia in newborn,hypoglycaemia newborn jittery baby neonate neonatal,52767006,0,0,1,1,0,0,1,,P70.4
UEC04DIA7141451000,71,41,45,Paediatric,Neonatal,Neonatal metabolic disorder,Neonatal metabolic disorder,Neonatal metabolic disorder,736652002,0,0,1,1,0,0,1,New code introduced July 2021,P74.9
UEC04DIA7151111000,71,51,11,Paediatric,Paediatric : ortho / surg,Irritable hip,Irritable hip,irritable hip child infant limp limping transient synovitis of hip,301864002,0,0,1,1,0,0,1,Code introduced as replacement for inactivated code by SNOMED.,M65.8
UEC04DIA7151511000,71,51,51,Paediatric,Paediatric : ortho / surg,Perthes disease,Perthes disease,perthes avascular necrosis femoral,111255008,0,0,1,1,0,0,1,,M91.1
UEC04DIA7151611000,71,51,61,Paediatric,Paediatric : ortho / surg,Slipped upper femoral epiphysis,Slipped upper femoral epiphysis,slipped upper epiphysis osteochondropathy sufe sufi,26460006,1,0,1,1,0,0,1,,M93.0
UEC04DIA7151711000,71,51,71,Paediatric,Paediatric : ortho / surg,Osgood-Schlatter disease / traction apophysitis,Osgood-Schlatter disease / traction apophysitis,osgood-schlatter traction apophysitis pain tibia child tibial tuberosity,72047008,1,0,1,1,0,0,1,,M92.5
UEC04DIA7155111000,71,55,11,Paediatric,Congenital,Congenital heart disease,Congenital heart disease,congenital heart disease cardiac,13213009,0,0,1,1,0,0,0,,Q24.9
UEC04DIA7155751000,71,55,75,Paediatric,Congenital,Laryngomalacia,Laryngomalacia,larynx laryngomalacia tracheo oesophageal fistula TOF,38086007,0,0,1,0,0,0,0,,Q31.5
UEC04DIA7155911000,71,55,91,Paediatric,Congenital,Congenital disease,Congenital disease,syndrome,66091009,0,0,1,1,0,0,0,New code introduced July 2021,Q34.9
UEC04DIA7157111000,71,57,11,Paediatric,Genetic,Cystic fibrosis,Cystic fibrosis,cystic fibrosis cf,190905008,0,0,1,1,0,0,0,,E84.9
